1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	4	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	7	8	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	8	8	14	12	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	9	8	22	20	22	16	9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	10	8	31	28	44	36	31	20	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	9	31	38	52	67	59	64	46	35	21	10	4	1	0	0	0	0	0	0	0	0	0	
1	0	0	10	31	38	61	98	97	116	113	94	85	56	39	22	10	4	1	0	0	0	0	0	0	
1	0	0	11	31	38	71	129	135	177	211	191	201	169	133	107	66	43	23	10	4	1	0	0	0	
1	0	0	12	31	38	82	160	173	248	340	326	378	380	324	308	235	176	130	76	47	24	10	4	1	
1	0	0	0	32	38	82	172	204	286	422	486	551	628	664	634	613	556	454	384	282	200	140	80	48	
1	0	0	0	33	38	82	172	236	324	504	658	755	914	1086	1120	1164	1184	1118	1018	895	756	594	464	330	
1	0	0	0	34	38	82	172	269	362	586	830	991	1238	1590	1778	1919	2098	2204	2138	2059	1940	1712	1482	1225	
1	0	0	0	35	38	82	172	303	400	668	1002	1260	1600	2176	2608	2910	3336	3794	3916	3978	4038	3916	3620	3284	
1	0	0	0	0	39	82	172	303	435	706	1084	1432	1903	2576	3276	3912	4596	5394	6092	6586	6948	7252	7414	7200	
1	0	0	0	0	40	82	172	303	435	745	1166	1604	2206	3011	3982	4996	6028	7297	8668	9862	10860	11848	12808	13292	
1	0	0	0	0	41	82	172	303	435	785	1248	1776	2509	3446	4727	6162	7632	9503	11679	13844	15856	17876	20105	21960	
1	0	0	0	0	42	82	172	303	435	826	1330	1948	2812	3881	5512	7410	9408	12012	15125	18571	22018	25508	29608	33639	
1	0	0	0	0	0	83	172	303	435	826	1372	2030	2984	4184	5947	8236	10738	13960	17937	22452	27530	32918	39016	45651	
1	0	0	0	0	0	84	172	303	435	826	1372	2113	3156	4487	6382	9062	12110	15990	20921	26636	33477	41154	49754	59611	
1	0	0	0	0	0	85	172	303	435	826	1372	2197	3328	4790	6817	9888	13482	18103	24077	31123	39859	50216	61864	75601	
1	0	0	0	0	0	86	172	303	435	826	1372	2282	3500	5093	7252	10714	14854	20300	27405	35913	46676	60104	75346	93704	
1	0	0	0	0	0	0	173	303	435	826	1372	2282	3586	5265	7555	11149	15680	21672	29687	39413	51769	67356	86060	108558	
1	0	0	0	0	0	0	174	303	435	826	1372	2282	3586	5438	7858	11584	16506	23044	31969	42999	57034	74911	97209	124238	
1	0	0	0	0	0	0	175	303	435	826	1372	2282	3586	5612	8161	12019	17332	24416	34251	46585	62472	82769	108793	140744	
1	0	0	0	0	0	0	176	303	435	826	1372	2282	3586	5787	8464	12454	18158	25788	36533	50171	68084	90930	120812	158076	
1	0	0	0	0	0	0	0	304	435	826	1372	2282	3586	5787	8640	12757	18593	26614	37905	52453	71670	96717	129276	170530	
1	0	0	0	0	0	0	0	305	435	826	1372	2282	3586	5787	8640	13061	19028	27440	39277	54735	75256	102504	137916	183287	
1	0	0	0	0	0	0	0	306	435	826	1372	2282	3586	5787	8640	13366	19463	28266	40649	57017	78842	108291	146556	196348	
1	0	0	0	0	0	0	0	307	435	826	1372	2282	3586	5787	8640	13672	19898	29092	42021	59299	82428	114078	155196	209714	
1	0	0	0	0	0	0	0	0	436	826	1372	2282	3586	5787	8640	13672	20205	29527	42847	60671	84710	117664	160983	218354	
1	0	0	0	0	0	0	0	0	437	826	1372	2282	3586	5787	8640	13672	20205	29963	43673	62043	86992	121250	166770	226994	
1	0	0	0	0	0	0	0	0	438	826	1372	2282	3586	5787	8640	13672	20205	30400	44499	63415	89274	124836	172557	235634	
